Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD4207,12.0,1.0,3.0,3.0,1.0,0.0,5.0,2.0,5.0,3.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0
STUD4208,21.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,6.0,2.0
STUD4209,16.0,1.0,1.0,7.0,2.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0
STUD4210,26.0,1.0,2.0,7.0,1.0,9.0,4.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0
STUD4211,15.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,6.0,1.0
STUD4212,15.0,4.0,3.0,1.0,1.0,8.0,4.0,1.0,7.0,2.0,5.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0
STUD4213,30.0,2.0,2.0,2.0,2.0,7.0,2.0,1.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0
STUD4214,28.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,5.0,2.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0
STUD4215,28.0,4.0,2.0,4.0,2.0,10.0,4.0,1.0,7.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0
STUD4216,30.0,3.0,2.0,3.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0
STUD4217,12.0,3.0,1.0,7.0,2.0,10.0,5.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,5.0,1.0
STUD4218,12.0,3.0,3.0,4.0,1.0,9.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,6.0,1.0
STUD4219,22.0,3.0,1.0,3.0,2.0,6.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,5.0,1.0
STUD4220,26.0,1.0,1.0,4.0,2.0,8.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0
STUD4221,26.0,2.0,3.0,2.0,1.0,7.0,1.0,1.0,5.0,2.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0
STUD4222,15.0,1.0,3.0,2.0,1.0,10.0,3.0,1.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
STUD4223,28.0,2.0,2.0,2.0,2.0,6.0,4.0,1.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,6.0,1.0
STUD4224,23.0,2.0,3.0,1.0,2.0,7.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0
STUD4225,12.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,6.0,2.0
STUD4226,20.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
STUD4227,29.0,4.0,2.0,3.0,1.0,8.0,2.0,2.0,7.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0
STUD4228,29.0,1.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,6.0,1.0
STUD4229,21.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0
STUD4230,25.0,3.0,1.0,2.0,1.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,6.0,1.0
STUD4231,14.0,3.0,2.0,4.0,2.0,5.0,4.0,1.0,7.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0
STUD4232,24.0,3.0,3.0,1.0,2.0,9.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,2.0,4.0,1.0
STUD4233,22.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0
STUD4234,23.0,1.0,3.0,6.0,1.0,0.0,2.0,2.0,6.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,6.0,1.0
STUD4235,13.0,4.0,1.0,2.0,2.0,8.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0
STUD4236,16.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0
STUD4237,30.0,4.0,3.0,5.0,2.0,8.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0
STUD4238,25.0,4.0,3.0,7.0,2.0,9.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
STUD4239,15.0,2.0,1.0,5.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0
STUD4240,30.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,7.0,1.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0
STUD4241,29.0,3.0,3.0,5.0,1.0,8.0,3.0,2.0,6.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0
STUD4242,12.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,7.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0
STUD4243,22.0,3.0,3.0,6.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
STUD4244,14.0,4.0,1.0,6.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0
STUD4245,20.0,4.0,1.0,6.0,1.0,9.0,3.0,1.0,5.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0
STUD4246,30.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,7.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0
STUD4247,23.0,3.0,3.0,7.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0
STUD4248,29.0,4.0,1.0,6.0,2.0,9.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,2.0
STUD4249,16.0,3.0,2.0,1.0,1.0,10.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,1.0,1.0
STUD4250,22.0,1.0,3.0,4.0,1.0,5.0,3.0,2.0,7.0,3.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,1.0
STUD4251,20.0,2.0,3.0,4.0,2.0,9.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0
STUD4252,17.0,3.0,2.0,7.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0
STUD4253,21.0,1.0,3.0,6.0,1.0,6.0,3.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0
STUD4254,28.0,4.0,1.0,6.0,1.0,9.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,6.0,1.0
STUD4255,22.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,6.0,1.0
STUD4256,19.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,6.0,2.0
STUD4257,28.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0
STUD4258,22.0,3.0,2.0,7.0,1.0,6.0,5.0,2.0,7.0,1.0,5.0,2.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0
STUD4259,15.0,3.0,3.0,1.0,1.0,6.0,5.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0
STUD4260,23.0,3.0,2.0,5.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0
STUD4261,28.0,1.0,3.0,6.0,1.0,9.0,4.0,1.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0
STUD4262,18.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0
STUD4263,30.0,1.0,1.0,7.0,2.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0
STUD4264,24.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0
STUD4265,15.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0
STUD4266,20.0,4.0,3.0,3.0,1.0,5.0,5.0,1.0,2.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0
STUD4267,30.0,4.0,3.0,6.0,2.0,6.0,4.0,2.0,6.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0
STUD4268,30.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,7.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,1.0
STUD4269,22.0,2.0,2.0,3.0,2.0,5.0,3.0,1.0,7.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0
STUD4270,28.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0
STUD4271,15.0,4.0,1.0,1.0,1.0,10.0,2.0,2.0,3.0,1.0,5.0,2.0,5.0,2.0,2.0,3.0,1.0,4.0,1.0
STUD4272,26.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0
STUD4273,14.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0
STUD4274,12.0,1.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0
STUD4275,24.0,3.0,3.0,7.0,1.0,10.0,4.0,2.0,2.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0
STUD4276,20.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,7.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0
STUD4277,28.0,3.0,3.0,5.0,2.0,6.0,1.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0
STUD4278,19.0,3.0,1.0,7.0,1.0,10.0,5.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,6.0,2.0
STUD4279,21.0,1.0,2.0,1.0,2.0,9.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0
STUD4280,25.0,3.0,3.0,2.0,1.0,5.0,5.0,2.0,6.0,1.0,4.0,1.0,5.0,3.0,2.0,1.0,1.0,6.0,1.0
STUD4281,30.0,4.0,2.0,3.0,2.0,0.0,4.0,2.0,6.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0
STUD4282,12.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,2.0,5.0,1.0,2.0,2.0,2.0,4.0,1.0
STUD4283,15.0,2.0,2.0,4.0,2.0,1.0,5.0,2.0,6.0,2.0,4.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0
STUD4284,16.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0
STUD4285,24.0,2.0,1.0,5.0,1.0,0.0,3.0,1.0,6.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0
STUD4286,27.0,2.0,3.0,7.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,6.0,2.0
STUD4287,22.0,3.0,3.0,6.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,5.0,2.0
STUD4288,21.0,1.0,2.0,1.0,1.0,7.0,4.0,1.0,7.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0
STUD4289,25.0,3.0,2.0,2.0,2.0,9.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,6.0,2.0
STUD4290,25.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,1.0
STUD4291,17.0,4.0,1.0,2.0,1.0,10.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0
STUD4292,15.0,3.0,2.0,6.0,1.0,7.0,1.0,2.0,6.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0
STUD4293,19.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0
STUD4294,22.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,6.0,2.0
STUD4295,18.0,3.0,3.0,4.0,2.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0
STUD4296,27.0,3.0,2.0,4.0,1.0,8.0,3.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0
STUD4297,21.0,3.0,2.0,3.0,2.0,7.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0
STUD4298,19.0,3.0,1.0,4.0,1.0,8.0,2.0,1.0,6.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,5.0,2.0
STUD4299,16.0,2.0,3.0,6.0,2.0,9.0,1.0,2.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0
STUD4300,23.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,2.0
STUD4301,15.0,3.0,3.0,5.0,1.0,5.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0
STUD4302,13.0,2.0,1.0,6.0,2.0,9.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0
STUD4303,22.0,4.0,3.0,3.0,2.0,0.0,1.0,2.0,7.0,1.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0
STUD4304,29.0,3.0,2.0,3.0,2.0,10.0,4.0,2.0,7.0,1.0,5.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0
STUD4305,23.0,1.0,3.0,3.0,1.0,10.0,5.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,6.0,1.0
STUD4306,19.0,1.0,2.0,4.0,1.0,6.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0
STUD4307,21.0,3.0,1.0,5.0,2.0,6.0,5.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0
STUD4308,19.0,1.0,3.0,1.0,2.0,5.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0
STUD4309,18.0,3.0,2.0,6.0,2.0,6.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
STUD4310,15.0,4.0,1.0,3.0,2.0,7.0,1.0,2.0,7.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0
STUD4311,25.0,3.0,3.0,7.0,2.0,5.0,3.0,2.0,4.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0
STUD4312,12.0,3.0,2.0,7.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0
STUD4313,18.0,2.0,2.0,1.0,2.0,8.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0
STUD4314,22.0,4.0,1.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0
STUD4315,14.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0
STUD4316,22.0,4.0,2.0,7.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,1.0,2.0,3.0,2.0,5.0,2.0
STUD4317,12.0,3.0,3.0,7.0,1.0,6.0,2.0,1.0,6.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0
STUD4318,12.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,5.0,2.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,3.0,1.0
STUD4319,27.0,4.0,1.0,7.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0
STUD4320,15.0,1.0,2.0,3.0,1.0,9.0,1.0,1.0,7.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,2.0,4.0,1.0
STUD4321,30.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0
STUD4322,26.0,3.0,3.0,7.0,2.0,4.0,1.0,1.0,6.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,1.0
STUD4323,17.0,4.0,3.0,3.0,1.0,10.0,3.0,1.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0
STUD4324,15.0,3.0,3.0,4.0,1.0,10.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0
STUD4325,20.0,4.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0
STUD4326,22.0,4.0,1.0,4.0,2.0,0.0,1.0,1.0,6.0,3.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0
STUD4327,30.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,6.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0
STUD4328,20.0,3.0,3.0,6.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0
STUD4329,21.0,1.0,1.0,5.0,1.0,3.0,4.0,2.0,4.0,1.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,6.0,2.0
STUD4330,18.0,2.0,3.0,6.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0
STUD4331,20.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0
STUD4332,15.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0
STUD4333,27.0,3.0,2.0,2.0,2.0,9.0,3.0,1.0,4.0,3.0,5.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0
STUD4334,19.0,4.0,3.0,7.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0
STUD4335,20.0,2.0,2.0,4.0,2.0,7.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0
STUD4336,21.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0
STUD4337,17.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,6.0,1.0
STUD4338,24.0,4.0,1.0,7.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0
STUD4339,30.0,3.0,1.0,2.0,2.0,9.0,4.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0
STUD4340,16.0,3.0,2.0,4.0,2.0,1.0,5.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0
STUD4341,19.0,3.0,2.0,1.0,2.0,9.0,2.0,2.0,5.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0
STUD4342,27.0,2.0,3.0,7.0,2.0,5.0,3.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,2.0,1.0,2.0,5.0,2.0
STUD4343,25.0,3.0,2.0,4.0,2.0,5.0,1.0,1.0,7.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0
STUD4344,22.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,6.0,2.0
STUD4345,18.0,4.0,3.0,5.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0
STUD4346,23.0,1.0,3.0,7.0,1.0,1.0,2.0,1.0,6.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0
STUD4347,13.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0
STUD4348,21.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0
STUD4349,21.0,2.0,1.0,4.0,2.0,9.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0
STUD4350,21.0,4.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0
STUD4351,18.0,4.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,1.0,2.0,1.0,6.0,2.0
STUD4352,14.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0
STUD4353,23.0,2.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0
STUD4354,27.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0
STUD4355,29.0,3.0,1.0,1.0,1.0,10.0,5.0,2.0,4.0,3.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0
STUD4356,28.0,4.0,3.0,6.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0
STUD4357,21.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0
STUD4358,13.0,2.0,3.0,4.0,2.0,0.0,1.0,1.0,7.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0
STUD4359,20.0,3.0,1.0,6.0,2.0,0.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
STUD4360,22.0,1.0,2.0,7.0,1.0,2.0,5.0,2.0,7.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,6.0,1.0
STUD4361,21.0,4.0,3.0,1.0,1.0,5.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,1.0
STUD4362,15.0,3.0,2.0,3.0,1.0,9.0,3.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0
STUD4363,28.0,3.0,3.0,4.0,2.0,6.0,4.0,2.0,6.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0
STUD4364,28.0,2.0,2.0,6.0,2.0,8.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0
STUD4365,21.0,3.0,2.0,5.0,1.0,8.0,4.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0
STUD4366,22.0,3.0,1.0,4.0,1.0,0.0,3.0,1.0,5.0,2.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0
STUD4367,27.0,2.0,2.0,7.0,2.0,3.0,5.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0
STUD4368,17.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0
STUD4369,26.0,3.0,2.0,7.0,1.0,7.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0
STUD4370,28.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,7.0,1.0,4.0,2.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0
STUD4371,18.0,2.0,3.0,4.0,1.0,0.0,5.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0
STUD4372,14.0,1.0,3.0,4.0,1.0,5.0,4.0,1.0,3.0,1.0,4.0,2.0,5.0,2.0,2.0,1.0,1.0,4.0,1.0
STUD4373,27.0,2.0,3.0,4.0,1.0,9.0,5.0,2.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
